id,source,topic,domain_code,domain,type,question,optionA,optionB,optionC,optionD,optionE,optionF,correct,explanation
0355,Cortex_XQL_Data_Types,Cortex XQL: Data Types,,D3.2 Data modeling,single,"In XQL, the equal sign (=) serves two distinct purposes depending on the stage. Which pairing is correct?",`alter` stage: comparison; `filter` stage: assignment,`alter` stage: assignment; `filter` stage: comparison,`alter` stage: assignment; `comp` stage: comparison,`filter` stage: assignment; `fields` stage: comparison,,,B,"The source states: ""XQL uses the equal sign (=) for assignment and comparison in the alter and filter stages, respectively."" In `alter <variable> = <expression>`, the `=` assigns a value. In `filter <expression_1> = <expression_2>`, the `=` is a Boolean equality operator returning true or false."
0356,Cortex_XQL_Data_Types,Cortex XQL: Data Types,,D3.2 Data modeling,single,Which data type CANNOT be used on the left-hand side of an assignment in the `alter` stage?,Boolean,JSON,Enum,Datetime,,,C,"The source explicitly states: ""Enum types are only for comparisons in the filter stage."" All other listed types — boolean, int, float, string, json, and datetime — can appear on the left-hand side of an `alter` assignment. Enum cannot be used in an alter assignment."
0357,Cortex_XQL_Data_Types,Cortex XQL: Data Types,,D3.2 Data modeling,single,"Given the query below, how many columns appear in the result table? (Ignore automatically added columns like `_time`.)",22,20,4,2,,,D,"`| fields fld1, fld2` selects only those two fields and erases all others (the `fields` stage erases all prior fields). The subsequent `| fields *` selects all fields currently available in the pipeline — which at that point is only fld1 and fld2. The result is 2 columns, not 20."
0358,Cortex_XQL_Data_Types,Cortex XQL: Data Types,,D3.2 Data modeling,single,Which value is the untyped constant in XQL?,0,false,true,null,,,D,"The source specifies: ""Keywords like 'true' and 'false' are Boolean values, while null is an untyped value."" Unlike true/false (which are typed Boolean literals) or numeric literals (which are int or float), `null` has no type and is the only untyped constant in XQL."
0359,Cortex_XQL_Data_Types,Cortex XQL: Data Types,,D3.2 Data modeling,single,An analyst writes the following filter expression. Which result does the XQL engine produce for each row evaluated?,"A runtime error, because expressions cannot appear on the left-hand side of `=`.",true for rows where the first condition holds; false where it does not.,"false for all rows, because 2+4=6 ≠ 5, so the entire `and` expression is false.","true for all rows, because both sides use equivalent expression syntax.",,,C,"The source confirms these examples are meant for educational purposes. `add(2,4)` evaluates to 6, and `6 = 5` is false. Since the two conditions are joined by `and`, the overall filter is false for all rows — no rows pass. `add(2,3)` evaluates to 5, so the second condition is true, but `and` requires both to be true."
0360,Cortex_XQL_Data_Types,Cortex XQL: Data Types,,D3.2 Data modeling,multi,Which two data types require special XQL functions rather than direct literal assignment to create new variables? (Choose two.),String,Datetime,Boolean,JSON,,,B|D,"The source states that simple types (int, float, string, boolean) can be created by direct literal assignment — the compiler infers the type from markers (quotes for string, digits for int, etc.). More complex types — json and datetime — can only be created using related XQL functions such as `object_create()`, `json_extract()`, `current_time()`, `parse_timestamp()`, and `to_timestamp()`."
0361,Cortex_XQL_Dataset_Joins,Cortex XQL: Dataset Joins,,D3.2 Data Modeling,single,"In XQL join terminology, what is the ""left set""?",The dataset specified inside the join stage's parentheses,The join result set created by the embedded query,The intermediate result set produced by the main query up to (but not including) the join stage,The final merged result set after all stages complete,,,C,"The source explicitly states that ""the result set found by partial execution of the main query from the startup to the join stage is called the left result set."" The embedded query produces the right (join) set; the merged output is neither left nor right but becomes the new intermediate set for subsequent stages."
0362,Cortex_XQL_Dataset_Joins,Cortex XQL: Dataset Joins,,D3.2 Data Modeling,multi,Which three clauses are **required** in a minimal XQL join stage? (Choose three),"`type` clause  specifying inner, left, or right",An XQL query enclosed in parentheses,The `as` clause assigning an alias to the join result set,The `conflict_strategy` clause,A Boolean match condition (join predicate),,B|C|E,"The source states: ""A minimal join stage should include a query for the join, an as clause, and a condition clause (also known as the join predicate)."" The `type` and `conflict_strategy` clauses are optional. Omitting `as` triggers ""as is missing"" and omitting the condition triggers ""expression is missing."""
0363,Cortex_XQL_Dataset_Joins,Cortex XQL: Dataset Joins,,D3.2 Data Modeling,single,"When `conflict_strategy` is set to `both` and both the main set and join set contain a field named `STATUS`, what appears in the combined result set?","Only the main set's `STATUS` field, because left takes precedence","Only the join set's `STATUS` field, because right is the default",Both fields: `STATUS` from the main set and `JOIN(_STATUS)` from the join set,A runtime error because the field name collision cannot be resolved,,,C,"The source describes `conflict_strategy=both` as: ""Both fields are copied to the combined set, which shows the FLD of the main set as is and the FLD of the join set under the name JOIN(\_FLD)."" The default `conflict_strategy` is `right`, not `both` or `left`."
0364,Cortex_XQL_Dataset_Joins,Cortex XQL: Dataset Joins,,D3.2 Data Modeling,single,"If the `type` clause is omitted from an XQL join stage, which join type is applied by default?",Left  because left (main) set takes priority by default,Right  because the join (right) set is specified explicitly,Cartesian  because no filter condition is implied,Inner,,,D,"The source states: ""If you do not specify it, type defaults to inner."" A left join preserves all main-set rows; a right join preserves all join-set rows; inner returns only matched rows. The Cartesian join requires a hardcoded `true` condition, not an omitted type clause."
0365,Cortex_XQL_Dataset_Joins,Cortex XQL: Dataset Joins,,D3.2 Data Modeling,single,"Given LT has 4 rows and RT has 3 rows, and the join condition is `RT2.R1 = L1`, how many rows does the following query return?",2  only the matched rows,3  all rows of the right table,4,6  full Cartesian product minus non-matches,,,C,"A left join preserves all rows from the left (main) table. Two rows match (L1=2 and L1=3), and the remaining two left rows (L1=4 and L1=5) are added even without a right-side match. The source confirms: ""The number of rows in the final results table for this example is four."""
0366,Cortex_XQL_Dataset_Joins,Cortex XQL: Dataset Joins,,D4.3 Troubleshoot Data Management,single,"Parsing rules are compiled on the Cortex XSIAM instance. After compilation, where are the parsing rules sent, and which components actually execute them?",They remain on the XSIAM instance only; agents execute them locally,"They are pushed to connected Broker VM and XDR Collector instances, which run them when logs are received",They are stored in the pa_ed_raw dataset and executed at query time,They are distributed to XDR Agents on endpoints and run on the agent,,,B,"The source states: ""Parsing rules are compiled on the Cortex XSIAM instance and then are passed to the connected Broker VM and XDR Collector instances. When such an instance receives a log entry, it parses the log according to parsing rules."" XDR Agents and datasets are not involved in parsing rule execution."
0367,Cortex_XQL_Dataset_Joins,Cortex XQL: Dataset Joins,,D3.2 Data Modeling,single,"In an XQL query, stages 5 and 6 appear after a join at stage 4. On which result set do stages 5 and 6 operate?",Only on the right (join) result set,Only on the left (main) result set up to stage 3,On the merged (combined) result set produced when the join stage completed,"On both the left and right result sets independently, with outputs later combined",,,C,"The source diagram and text both confirm: ""When the join stage is fully executed, right before Stage 5, the left set and right set are combined by the join stage, becoming the main query's new intermediate result set."" All subsequent stages operate on this single merged set."
0368,Cortex_XQL_Dataset_Joins,Cortex XQL: Dataset Joins,,D3.2 Data Modeling,single,"In XQL, when the default `conflict_strategy` applies and both the left and right result sets have a field named `HOST`, which field value appears in the combined output?",The `HOST` value from the left (main) result set,Both values are retained under `HOST` and `JOIN(_HOST)` respectively,"A null value, because the conflict cannot be automatically resolved",The `HOST` value from the right (join) result set,,,D,"The source states: ""The default conflict_strategy is right."" With `conflict_strategy=right`, the combined set shows only the FLD (field) of the join (right) result set. The main set's field with the same name is discarded. `conflict_strategy=left` would do the reverse; `conflict_strategy=both` retains both."
0369,Cortex_XQL_Functions,Cortex XQL: Functions,,D3.2 Data Modeling,single,"What is the return type of `arrayindex(ip_octets, 0)` when `ip_octets` is the result of `split(""192.168.1.20"", ""."")`?","Integer, because the first octet ""192"" is a numeric value","Float, because IP octets are numeric",String,"Array, because `arrayindex()` returns a sub-array",,,C,"The source explicitly notes: ""The quotation marks at '192' are to indicate that the return value is a string type."" `arrayindex()` returns the type of the stored value, and since `split()` returns a string array, every element — including index 0 — is a string. Numeric calculations require an explicit type conversion."
0370,Cortex_XQL_Functions,Cortex XQL: Functions,,D3.2 Data Modeling,single,Which stage command is **not** compatible with the `to_integer()` function?,`alter`  data manipulation functions work with alter,`filter`  data manipulation functions work with filter,`comp`,`fields`  field-selection stage does not accept function calls,,,C,"The source states that the `comp` stage is ""specifically for data aggregation and can only utilize aggregation functions such as `avg()`, `count()`, `first()`, and `last()`."" Using `to_integer()` with `comp` causes a syntax error because it is not an aggregation function."
0371,Cortex_XQL_Functions,Cortex XQL: Functions,,D3.2 Data Modeling,single,Which of the following calls to `arraycreate()` will produce a **runtime error**?,`alter ret = arraycreate(10)`  one required argument provided,"`alter ret = arraycreate(10, 20, 30, 40, 50)`  variadic, all numbers","`alter ret = arraycreate(""10"", ""20"", ""30"")`  all strings","`alter ret = arraycreate(10, ""20"", ""30"")`",,,D,"The source explains that all arguments to `arraycreate()` must match the type of the first argument. The error message shown is: ""Value 20 for function arraycreate is invalid. Expected number but received string."" Mixing numeric and string arguments violates the type-consistency rule."
0372,Cortex_XQL_Functions,Cortex XQL: Functions,,D3.2 Data Modeling,single,An analyst writes the following XQL query. What value is assigned to `num`?,4  because an IPv4 address has four octets,"0  because ""2."" does not match a full delimiter boundary","1  because the string contains ""2."" only once",2,,,D,"The source knowledge check confirms the answer is 2. `split(""192.168.1.20"", ""2."")` splits on the literal substring ""2."", yielding two substrings: ""19"" and ""168.1."". `array_length()` then returns 2. The delimiter is treated as a literal string, not a regex, so only full occurrences of ""2."" are matched as separators."
0373,Cortex_XQL_Functions,Cortex XQL: Functions,,D3.3 Detection Rules,single,"The `regextract()` function is called with the pattern `""a\db""` on the string `""a4b aaa aa5b ab9 ab4""`. Which result does the function return?","An array containing `[""a4b"", ""aa5b""]`","The string `""a4b""` only, because `regextract()` returns the first match as a scalar","An empty array, because the backslash escape is invalid inside a string literal","A Boolean `true`, because the pattern matches at least once",,,A,"The source confirms `regextract()` ""returns an array containing substrings that match the given regular expression pattern."" The example shows two matches — ""a4b"" and ""a5b"" — matching the pattern `a[digit]b`. Note that the source cautions: within string literals in XQL you must use double-backslash (`\\d`); the example uses a variable for `exp` to sidestep this, but the pattern logic yields both matches. The return is always an array, never a scalar."
0374,Cortex_XQL_Functions,Cortex XQL: Functions,,D3.3 Detection Rules,single,What does the `if()` function return when its first argument evaluates to **false**?,`null`  because no match was found,The first argument (the Boolean expression itself),The second argument,The third argument,,,D,"The source states: ""If the Boolean expression evaluates to true, the second argument is returned. Otherwise, the third argument is returned."" In the example `alter ret = if(val > 10, ""first"", ""second"")`, when `val` is not greater than 10, `ret` is assigned `""second""` (the third argument)."
0375,Cortex_XQL_Functions,Cortex XQL: Functions,,D3.3 Detection Rules,single,"Which XQL regular-expression library does Cortex XSIAM use, and what distinguishes it from most other regex libraries?",PCRE  it uses backtracking and is compatible with Perl patterns,POSIX ERE  it is the IEEE standard and avoids non-greedy quantifiers,RE2  it uses a finite-state machine (automata theory) rather than backtracking,Python `re`  it is embedded in the XQL runtime for cross-platform support,,,C,"The source notes: ""XQL supports RE2 for regular-expression processing. RE2 is a software library for regular expressions via a finite-state machine using automata theory, in contrast to almost all other regular expression libraries, which use backtracking implementations."""
0376,Cortex_XQL_Functions,Cortex XQL: Functions,,D3.2 Data Modeling,single,A `windowcomp` stage computes values over a group of rows and returns one result per row. Which of the following is listed in the source as a valid `windowcomp` function?,`to_integer()`  a data-type conversion function,`array_any()`  an array predicate function,`regextract()`  a pattern-matching function,`rank`,,,D,"The source lists the following as windowcomp functions: `rank`, `first_value`, `stddev`, `sample`, `avg`, and `median`. `to_integer()` is a type-conversion function, `array_any()` is an array predicate, and `regextract()` is a string pattern function — none of these are windowcomp functions."
0377,Cortex_XQL_JSON_Object_Manipulation,Cortex XQL: JSON Object Manipulation,,D3.2 Data Modeling,single,"Given the JSON structure below, what value does `json_extract_scalar(root, ""$.B.D[1].E"")` return, and what is its XQL data type?","The integer `40`, because `json_extract_scalar()` preserves the source JSON type","The string `""40""`","The integer `30`, because array indexing starts at 1 in JSONPath","A JSON object `{""E"": 40}`, because D is an array of objects",,,B,"The source states: ""The JSON element `json_extract_scalar()` always returns a string type."" The path `$.B.D[1].E` navigates to the second element of array D (index 1) and extracts the scalar E, which has value 40 in JSON. However, the returned XQL value is the string `""40""`, not the integer 40. The results table in the source confirms `E1 = 40` displayed, but the declared return type is string."
0378,Cortex_XQL_JSON_Object_Manipulation,Cortex XQL: JSON Object Manipulation,,D3.2 Data Modeling,single,Which XQL function must be applied to an XDR_DATA JSON field **before** using `json_extract_scalar()` on it?,`object_create()`  to wrap the field in a new JSON object,`json_extract()`  to pre-extract the root object,`to_json_string()`,No conversion is needed; XQL natively treats JSON dataset fields as JSON type variables,,,C,"The source explicitly states: ""Before XDR_DATA JSON fields can be used as JSON type variables in XQL, they must be converted using `to_json_string()`."" The example shows `| alter map = to_json_string(agent_interface_map)` followed by `| alter ip2 = json_extract_scalar(map, ""$[0].ipv4[1]"")`."
0379,Cortex_XQL_JSON_Object_Manipulation,Cortex XQL: JSON Object Manipulation,,D3.2 Data Modeling,single,"What is the key difference between JSONPath **dot notation** and **bracket notation** in XQL, as described in the source?",Only dot notation supports array index access; bracket notation is for objects only,Both notations support the same paths but bracket notation uses `$` while dot notation uses `@` as the root symbol,Both notations are functionally equivalent and point to the same elements,Bracket notation is not supported in XQL JSON extraction functions; only dot notation works,,,C,"The source states that dot notation (`$.A`) and bracket notation (`$['A']`) are equivalent: ""both notations point to the same element."" The example query shows `a1 = json_extract_scalar(root, ""$.A"")` and `a2 = json_extract_scalar(root, ""$['A']"")` producing identical results. Additionally, the source notes that JSONPath paths are case-sensitive."
0380,Cortex_XQL_JSON_Object_Manipulation,Cortex XQL: JSON Object Manipulation,,D3.2 Data Modeling,single,An analyst uses the syntactic sugar format to access a JSON array. Which of the following is the correct syntax to extract the entire array `F` from the `root` JSON object?,"`root->B.F`  scalar path, no type suffix",`root->B.F{}`  curly braces indicate JSON object,`root->B.F[]`,`root->$.B.F[]`  dollar sign required in sugar notation,,,C,"The source defines the sugar format for arrays as `jsonObj->jsonArrayPath[]`. Square brackets at the end signal an array path and are equivalent to calling `json_extract_array(root, ""$.B.F"")`. Curly braces `{}` are reserved for JSON object paths. The `$` root symbol is dropped in sugar notation because `jsonObj` already points to the root."
0381,Cortex_XQL_JSON_Object_Manipulation,Cortex XQL: JSON Object Manipulation,,D3.2 Data Modeling,single,What value does `root->B.F[1]` return for the following JSON object?,`50`  because array index 1 returns the first element,`60`,`70`  because F[1] counts from the end,"An array `[50, 60, 70]`  because no `[]` suffix indicates the full array",,,B,"The source results table shows `F1 = 60` for `root->B.F[1]`, confirming zero-based indexing (index 0 = 50, index 1 = 60, index 2 = 70). The source also shows `f1 = arrayindex(f1Arr, 1)` returning 60, cross-confirming. Note that `root->B.F[]` (with empty brackets) extracts the full array, while `root->B.F[1]` extracts a single indexed element."
0382,Cortex_XQL_JSON_Object_Manipulation,Cortex XQL: JSON Object Manipulation,,D3.2 Data Modeling,single,Which XQL function should be used to access a **child JSON object** (an embedded JSON object within another JSON object)?,`json_extract_scalar()`  it returns a string representation of any JSON element,`json_extract_array()`  it handles both arrays and embedded objects,`json_extract()`,`to_json_string()`  it converts any XQL value to a JSON string,,,C,"The source states: ""Use the `json_extract()` function to access child JSON elements, which are JSON elements of smaller sizes... The function returns an XQL variable of type JSON."" `json_extract_scalar()` returns strings, `json_extract_array()` returns arrays of strings. The source also warns to avoid using `json_extract()` with array paths, as the extracted values are not useful."
0383,Cortex_XQL_JSON_Object_Manipulation,Cortex XQL: JSON Object Manipulation,,D3.2 Data Modeling,single,A developer writes the following two alter stages. What is the value of `e1`?,`40`  because `D[0]` is the second element in zero-based indexing,"`{""E"": 30}`  because a JSON object is returned, not a scalar",`30`,"An error, because you cannot chain syntactic sugar from a child object variable",,,C,"The source example shows exactly this query and confirms `E1 = 30`. `root->B{}` extracts the child JSON object B. From that object, `b1Obj->D[0].E` navigates to D array index 0, then to E — which has value 30 in the JSON. The source also confirms that the equivalent single-line expression `root->B.D[0].E` yields the same result."
0384,Cortex_XQL_JSON_Object_Manipulation,Cortex XQL: JSON Object Manipulation,,D4.3 Troubleshoot Data Management,single,The source notes that importing a JSON file with a **null** type in the current version of XSIAM generates an error. What representation is preferred instead?,`0` (zero)  a numeric placeholder for null,"An empty string `""""`  a string placeholder for null","The string `""null""`",`false`  a Boolean placeholder for null,,,C,"The source states: ""In the current version of XSIAM, importing a JSON file with a null type will generate an error. That's why 'null' (the string) is preferred over null (the JSON null type)."" For example, `""spouse"": ""null""` (string) is used rather than `""spouse"": null` (JSON null)."
0385,Cortex_XQL_Operators,Cortex XQL: Operators,,D3.2 Data Modeling,single,An analyst writes the following XQL query. What does the query produce?,`9`  the `+` operator performs integer addition in XQL,"`""45""`  the `+` operator concatenates the string representations",A runtime error,`null`  because `+` is undefined for numeric operands in XQL,,,C,"The source explicitly states: ""There is no arithmetic operator in XQL. This means that the plus sign is not defined over the numbers."" The error message shown is: ""Expected string but received number."" The `+` operator in XQL is exclusively a string concatenation operator."
0386,Cortex_XQL_Operators,Cortex XQL: Operators,,D3.2 Data Modeling,multi,In which **two** XQL query contexts does the `=` operator behave differently? (Choose two),In the `alter` stage  it acts as an assignment operator,In the `fields` stage  it acts as a field-rename operator,In the `filter` stage  it acts as a comparison operator returning Boolean,In the `comp` stage  it acts as an aggregation grouping operator,,,A|C,"The source describes the equality operator `=` as ""overloaded based on the stage."" In `alter`, it assigns a value to a variable. In `filter`, it compares two values and returns `true` or `false`. The `fields` and `comp` stages are not mentioned as contexts where `=` changes behavior."
0387,Cortex_XQL_Operators,Cortex XQL: Operators,,D3.3 Detection Rules,single,"An analyst wants to check whether the IP address `192.1.1.1` falls within the `/31` subnet. Based on the source example, what Boolean value does the following expression return?",`false`  because a /31 subnet contains only 2 host addresses and 192.1.1.1 is the network address,`true`,"An error  because `incidr` requires the IP and CIDR to be separate fields, not string literals",`null`  because `incidr` cannot evaluate without a dataset context,,,B,"The source results table explicitly shows `BOOL1 = true` for the address `192.1.1.1` checked against `192.1.1.1/31`. The /31 range covers `192.1.1.0` and `192.1.1.1`. The same example shows `BOOL2 = false` for `192.1.1.2`, which falls outside the /31 range."
0388,Cortex_XQL_Operators,Cortex XQL: Operators,,D3.2 Data Modeling,single,An analyst creates the following query. What is the value of `bool1`?,"`false`  because `in` requires string operands, not integers","`false`  because `s1`, `s2`, `s3` are variable references, not literals, and `in` does not accept variables",A syntax error  because field names cannot be used as `in` list members,`true`,,,D,"The source explicitly illustrates this pattern: ""In this example, you can create a list using XQL fields (or a variable) as comma-separated list items."" Since `s1=10`, the expression `10 in (10, 20, 30)` evaluates to `true`, so `bool1` is `true`."
0389,Cortex_XQL_Operators,Cortex XQL: Operators,,D3.3 Detection Rules,single,"What is the operand type accepted by the `incidr6` operator, and what does it test?",Any string  it checks if an IP address string is in CIDR format,An IPv4 address string  it tests membership in a CIDR range,An IPv6 address string  it tests if the address is within an IPv6 CIDR range,A number  it converts a numeric value to an IPv6 address and checks the range,,,C,"The source range-operators table lists `incidr6 / not incidr6` with operand type String and describes it as: ""Test if an IPv6 address in CIDR range or not."" This distinguishes it from `incidr`, which is specifically for IPv4 addresses."
0390,Cortex_XQL_Operators,Cortex XQL: Operators,,D3.3 Detection Rules,single,The `contains` operator is used in the following expression. What does `bool1` evaluate to?,"`false`  because `contains` checks for exact element matches, not substrings within elements",`false`  because `arr1` is an array and `contains` only works on single strings,`true`,A runtime error  because `contains` cannot be used with the `if()` function,,,C,"The source confirms this example with the comment: ""in the result set, bool1 will have the true value because the array contains the substring 'ef'."" The `contains` operator can search for a substring within a string array — the string `""ef""` is a substring of the array element `""def""`, so the result is `true`."
0391,Cortex_XQL_Operators,Cortex XQL: Operators,,D3.2 Data Modeling,single,Which operator category includes `incidr` and `not in`?,Boolean operators  because they return true/false,String operators  because CIDR notation is a string format,Comparison operators  because they compare two values,Range (membership) operators,,,D,"The source categorizes `in`, `not in`, `incidr`, `not incidr`, `incidr6`, and `not incidr6` under Range operators, described as: ""used to determine if a value is a member of a specific range or set."" Although they return Boolean values, their defining characteristic is membership evaluation, placing them in the Range category."
0392,Cortex_XQL_Operators,Cortex XQL: Operators,,D3.2 Data Modeling,single,"The `not` keyword is used in expressions like `not in`. According to the source, how is `not` classified in XQL?",A unary Boolean operator that negates any expression,A keyword that is not considered an operator by itself,A comparison operator equivalent to `!=`,A logical operator equivalent to `and` with negated operands,,,B,"The source states: ""In XQL, the keyword 'not' is used to negate the results of operators when used with 'in' and 'not in' expressions. However, 'not' is not considered an operator by itself."" This distinguishes XQL from languages like Python or SQL where `NOT` may function as a standalone unary operator."
0393,Cortex_XQL_Parsing_Rules,Cortex XQL: Parsing Rules,,D3.1 Parsing / D4.3 Troubleshoot Data Management,single,How does a parsing rule differ from an XQL query in terms of its operational role within Cortex XSIAM?,"Parsing rules can query datasets just like XQL queries, but they also support log transformation",Parsing rules are executed at query time to filter raw logs before displaying results,Parsing rules operate in the data-ingestion flow and prepare log rows for storage; they cannot query datasets,Parsing rules replace XQL queries for log analysis when the source data is unstructured,,,C,"The source states: ""Parsing rules are not in the XQL domain: for example, you cannot use a parsing rule to query datasets. Instead, the parsing rules are a component in the XSIAM data-ingestion flow."" A parsing rule ""parses a raw log entry, applies rule logic to the parse input log fields, and then prepares and returns one or more new rows to add to the datasets."""
0394,Cortex_XQL_Parsing_Rules,Cortex XQL: Parsing Rules,,D3.1 Parsing,single,"What subset of XQL is used within parsing rules, and which four XQL stages does it support?","XQLP (XQL for Parsing)  supports `fields`, `filter`, `join`, and `call`","XQLP (XQL for Parsing)  supports `alter`, `fields`, `filter`, and `dataset`","XQLM (XQL for Modeling)  supports `alter`, `comp`, `dedup`, and `sort`","XQLI (XQL for Ingestion)  supports `dataset`, `filter`, `limit`, and `fields`",,,A,"The source states: ""The subset of XQL used in parsing rules is called XQLP, which stands for XQL for parsing. The XQL stages that can be used in parsing rules are also: fields, filter, join, and call."" Note that `alter` is listed in the knowledge-check answer (the source knowledge check lists alter, fields, filter as correct for ""choose three""), but the narrative text names fields, filter, join, and call as the four supported stages."
0395,Cortex_XQL_Parsing_Rules,Cortex XQL: Parsing Rules,,D3.1 Parsing,single,Palo Alto Networks recommends using parsing rules for **two specific purposes**. Which answer correctly identifies both?,Removing irrelevant fields and splitting long log entries into multiple rows,Adding or normalizing timestamps and stripping invalid characters from logs,Tagging data and improving XQL query performance by removing fields,Dropping logs that fail the INGEST condition and enriching logs with threat intelligence,,,B,"The source states: ""Palo Alto Networks generally suggests using parsing rules for two specific purposes. The first is adding or normalizing timestamps when the source is not sending them. The second is stripping invalid characters from logs."" While parsing can do more (tagging, field removal), those are not the two specifically recommended purposes."
0396,Cortex_XQL_Parsing_Rules,Cortex XQL: Parsing Rules,,D4.3 Troubleshoot Data Management,single,An administrator wants to view and edit **custom** parsing rules while simultaneously referencing the out-of-the-box default rules. Which tab on the Parsing Rules page should they use?,Default Rules  it shows both rule sets in read-only mode,User Defined  it shows all rules including defaults,Both,Simulate  it displays both rule sets for testing purposes,,,C,"The source describes the Both tab as: ""displays the contents of the first two tabs, User Defined and Default Rules, side by side. The net benefit is to easily edit user-defined (custom) rules while viewing ready-to-use rules all at once in a single window."" The Default Rules tab is view-only and shows only PAN-provided rules."
0397,Cortex_XQL_Parsing_Rules,Cortex XQL: Parsing Rules,,D3.1 Parsing / D4.3 Troubleshoot Data Management,single,"In the INGEST section of a parsing rule, what does the `no_hit=drop` attribute instruct the system to do?",Drop all records from the target dataset when the rule is deleted,Drop the raw log if a condition exists and the condition is not met,Drop the entire parsing rule if no logs match the vendor/product combination,Drop duplicate log entries that have already been stored in the dataset,,,B,"The source explains: ""The `no_hit` attribute with the value `drop` tells the processing component to drop the raw log if a condition exists and the condition is not met."" This is shown in the example INGEST section: `[INGEST: vendor=""pa"", product=""ed"", target_dataset=""pa_ed_raw"", no_hit=drop]`."
0398,Cortex_XQL_Parsing_Rules,Cortex XQL: Parsing Rules,,D4.3 Troubleshoot Data Management,single,A parsing rule is visible on the Default Rules tab of the Parsing Rules page. Which statement about this rule is correct?,It can be edited and saved directly from the Default Rules tab,It can be overridden by a user-defined rule but cannot itself be edited,It can be deleted but not modified,It is automatically applied to all vendors and products regardless of INGEST settings,,,B,"The source states: ""Note that you cannot edit these out-of-the-box parsing rules; you can only view them."" The User Defined tab is where custom rules are written, and those custom rules can override default rules. Default rules provided by Palo Alto Networks are read-only."
0399,Cortex_XQL_Parsing_Rules,Cortex XQL: Parsing Rules,,D3.1 Parsing / D4.3 Troubleshoot Data Management,single,Why does Palo Alto Networks caution against using parsing rules to remove fields unless no other options are available?,Removing fields at parsing increases ingestion latency significantly,Removed fields cannot be queried by XQL but are still stored in raw format,Removing fields at parsing prevents them from ever being available and cannot be corrected retroactively,Field removal rules require account-administrator approval for each deployment,,,C,"The source states: ""Removing fields at parsing prevents them from ever being available and cannot be corrected retroactively. Palo Alto Networks recommends to use parsing for reducing log size unless there are no other options available."" This is a critical operational consideration: unlike most settings, field removal in parsing is permanent for already-ingested data."
0400,Cortex_XQL_Parsing_Rules,Cortex XQL: Parsing Rules,,D4.3 Troubleshoot Data Management,single,Parsing rules require the highest authorization levels to access in the management console. Which statement about the required roles is accurate?,Only Account Administrators can access the Parsing Rules page; Instance Administrators cannot,Security Administrators and Privileged IT Administrators are sufficient to access Parsing Rules,Both Account Administrators and Instance Administrators have sufficient access,Any user with the Data Management role can access Parsing Rules,,,C,"The source states: ""A user needs the highest possible authorization levels; they must have Cortex XSIAM account administrator or instance administrator privileges. Otherwise, the management console hides related items, such as the Parsing Rules page, from unauthorized users."" The knowledge check confirms both Account Administrator and Instance Administrator as the two correct roles."
0401,Cortex_XQL_Query_Result_Visualization,Cortex XQL: Query Result Visualization,,D3.5 Dashboards & Reports / XQL Visualization,multi,The XQL Search page provides three display modes on the Query Results tab. Which three modes are available? (Choose three.),Table,Graph,Advanced,Dashboard,Raw,,A|B|C,"The source explicitly lists exactly three display modes on the Query Results tab: Table, Graph, and Advanced. Dashboard and Raw are not display modes on the Query Results toggle bar — RAW is a log format option within Table/Advanced, not a top-level display mode."
0402,Cortex_XQL_Query_Result_Visualization,Cortex XQL: Query Result Visualization,,D3.5 Dashboards & Reports / XQL Visualization,single,"In the Advanced display mode, all fields except `_time` are combined into a single column. What is the exact name of that combined column?",_event,LOG,EVENT,RECORD,,,C,"The source states that in Advanced mode all fields except `_time` are combined into a new field displayed in a column named **EVENT**. The source specifically notes that ""the field name 'event' is specific and does not change across queries or datasets."""
0403,Cortex_XQL_Query_Result_Visualization,Cortex XQL: Query Result Visualization,,D3.5 Dashboards & Reports / XQL Visualization,single,What is the primary benefit of using the Tree log format when analyzing XQL query results?,It enables graph rendering of time-series data without a view stage.,It reduces the number of columns in the results table by removing system fields.,"It lists each field on a separate line, avoiding the need to scroll left and right across many columns.",It converts all field values to JSON-compliant double-quoted strings automatically.,,,C,"The source explicitly states: ""The Tree format provides an alternative view by listing each field on a separate line,"" and identifies the problem it solves as the need to scroll left and right when a query returns too many columns."
0404,Cortex_XQL_Query_Result_Visualization,Cortex XQL: Query Result Visualization,,D3.5 Dashboards & Reports / XQL Visualization,single,"When you copy an entire row from the **Advanced** display mode versus the **Table** display mode, what is the key structural difference in the pasted output?",The Advanced mode paste includes a JSON array; the Table mode paste includes a CSV row.,The Advanced mode paste embeds field names alongside field values separated by commas; the Table mode paste contains only field values separated by tabs.,The Advanced mode paste is URL-encoded; the Table mode paste is plain text.,The Advanced mode paste omits the `_time` value; the Table mode paste includes all system fields.,,,B,"The source's copy-paste comparison shows that the Advanced mode row contains `field_name: value` pairs separated by commas (e.g., `_time: ..., process: svchost.exe, event_type: STORY...`), whereas the Table mode row contains only tab-separated values with no embedded field names."
